function,year,amount,sheet
"952 Employer share, employee retirement (off-budget)",1991,-5804.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,1991,-3150.0,hist05z1
954 Sale of major assets,1991,0.0,hist05z1
959 Other undistributed offsetting receipts,1991,0.0,hist05z1
"Total, Undistributed Offsetting Receipts",1991,-39356.0,hist05z1
(On-budget),1991,-33553.0,hist05z1
(Off-budget),1991,-5804.0,hist05z1
Total budget authority,1991,1386065.0,hist05z1
(On-budget),1991,1140259.0,hist05z1
(Off-budget),1991,245806.0,hist05z1
On-budget unless otherwise stated,1991,0.0,hist05z1
050 National Defense:,1992,0.0,hist05z1
051 Department of Defense-Military:,1992,0.0,hist05z1
Military Personnel,1992,81221.0,hist05z1
Operation and Maintenance,1992,93668.0,hist05z1
Procurement,1992,62952.0,hist05z1
"Research, Development, Test, and Evaluation",1992,36619.0,hist05z1
Military Construction,1992,5254.0,hist05z1
Family Housing,1992,3738.0,hist05z1
Other,1992,-1382.0,hist05z1
"051 Subtotal, Department of Defense-Military",1992,282070.0,hist05z1
053 Atomic energy defense activities,1992,11972.0,hist05z1
054 Defense-related activities,1992,1023.0,hist05z1
"Total, National Defense",1992,295066.0,hist05z1
150 International Affairs:,1992,0.0,hist05z1
151 International development and humanitarian assistance,1992,6654.0,hist05z1
152 International security assistance,1992,6682.0,hist05z1
153 Conduct of foreign affairs,1992,4048.0,hist05z1
154 Foreign information and exchange activities,1992,1302.0,hist05z1
155 International financial programs,1992,2523.0,hist05z1
"Total, International Affairs",1992,21209.0,hist05z1
"250 General Science, Space, and Technology:",1992,0.0,hist05z1
251 General science and basic research,1992,4105.0,hist05z1
"252 Space flight, research, and supporting activities",1992,13199.0,hist05z1
"Total, General Science, Space, and Technology",1992,17304.0,hist05z1
270 Energy:,1992,0.0,hist05z1
271 Energy supply,1992,4789.0,hist05z1
272 Energy conservation,1992,511.0,hist05z1
274 Emergency energy preparedness,1992,282.0,hist05z1
"276 Energy information, policy, and regulation",1992,513.0,hist05z1
"Total, Energy",1992,6095.0,hist05z1
300 Natural Resources and Environment:,1992,0.0,hist05z1
301 Water resources,1992,4768.0,hist05z1
302 Conservation and land management,1992,5411.0,hist05z1
303 Recreational resources,1992,1921.0,hist05z1
304 Pollution control and abatement,1992,6595.0,hist05z1
306 Other natural resources,1992,2571.0,hist05z1
"Total, Natural Resources and Environment",1992,21266.0,hist05z1
350 Agriculture:,1992,0.0,hist05z1
351 Farm income stabilization,1992,19486.0,hist05z1
352 Agricultural research and services,1992,2607.0,hist05z1
"Total, Agriculture",1992,22093.0,hist05z1
370 Commerce and Housing Credit:,1992,0.0,hist05z1
371 Mortgage credit,1992,4514.0,hist05z1
372 Postal service,1992,2709.0,hist05z1
(On-budget),1992,511.0,hist05z1
(Off-budget),1992,2198.0,hist05z1
373 Deposit insurance,1992,36961.0,hist05z1
376 Other advancement of commerce,1992,3412.0,hist05z1
"Total, Commerce and Housing Credit",1992,47595.0,hist05z1
(On-budget),1992,45397.0,hist05z1
(Off-budget),1992,2198.0,hist05z1
400 Transportation:,1992,0.0,hist05z1
401 Ground transportation,1992,23290.0,hist05z1
402 Air transportation,1992,10043.0,hist05z1
403 Water transportation,1992,3320.0,hist05z1
407 Other transportation,1992,277.0,hist05z1
"Total, Transportation",1992,36929.0,hist05z1
450 Community and Regional Development:,1992,0.0,hist05z1
451 Community development,1992,3788.0,hist05z1
452 Area and regional development,1992,3284.0,hist05z1
453 Disaster relief and insurance,1992,5218.0,hist05z1
"Total, Community and Regional Development",1992,12290.0,hist05z1
"500 Education, Training, Employment, and Social Services:",1992,0.0,hist05z1
"501 Elementary, secondary, and vocational education",1992,14230.0,hist05z1
502 Higher education,1992,12235.0,hist05z1
503 Research and general education aids,1992,2083.0,hist05z1
504 Training and employment,1992,7252.0,hist05z1
505 Other labor services,1992,894.0,hist05z1
506 Social services,1992,9420.0,hist05z1
"Total, Education, Training, Employment, and Social Services",1992,46115.0,hist05z1
550 Health:,1992,0.0,hist05z1
551 Health care services,1992,80086.0,hist05z1
552 Health research and training,1992,10624.0,hist05z1
554 Consumer and occupational health and safety,1992,1764.0,hist05z1
"Total, Health",1992,92474.0,hist05z1
570 Medicare:,1992,0.0,hist05z1
571 Medicare,1992,133598.0,hist05z1
600 Income Security:,1992,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),1992,5989.0,hist05z1
602 Federal employee retirement and disability,1992,58301.0,hist05z1
603 Unemployment compensation,1992,39534.0,hist05z1
604 Housing assistance,1992,19790.0,hist05z1
605 Food and nutrition assistance,1992,33624.0,hist05z1
609 Other income security,1992,46232.0,hist05z1
"Total, Income Security",1992,203471.0,hist05z1
650 Social Security:,1992,0.0,hist05z1
651 Social security,1992,289532.0,hist05z1
(On-budget),1992,6167.0,hist05z1
(Off-budget),1992,283365.0,hist05z1
700 Veterans Benefits and Services:,1992,0.0,hist05z1
701 Income security for veterans,1992,17482.0,hist05z1
"702 Veterans education, training, and rehabilitation",1992,563.0,hist05z1
703 Hospital and medical care for veterans,1992,14256.0,hist05z1
704 Veterans housing,1992,831.0,hist05z1
705 Other veterans benefits and services,1992,994.0,hist05z1
"Total, Veterans Benefits and Services",1992,34125.0,hist05z1
750 Administration of Justice:,1992,0.0,hist05z1
751 Federal law enforcement activities,1992,6919.0,hist05z1
752 Federal litigative and judicial activities,1992,5130.0,hist05z1
753 Federal correctional activities,1992,2101.0,hist05z1
754 Criminal justice assistance,1992,872.0,hist05z1
"Total, Administration of Justice",1992,15021.0,hist05z1
800 General Government:,1992,0.0,hist05z1
801 Legislative functions,1992,2137.0,hist05z1
802 Executive direction and management,1992,212.0,hist05z1
803 Central fiscal operations,1992,7037.0,hist05z1
804 General property and records management,1992,432.0,hist05z1
805 Central personnel management,1992,179.0,hist05z1
806 General purpose fiscal assistance,1992,1893.0,hist05z1
808 Other general government,1992,1694.0,hist05z1
809 Deductions for offsetting receipts,1992,-480.0,hist05z1
"Total, General Government",1992,13102.0,hist05z1
900 Net Interest:,1992,0.0,hist05z1
901 Interest on Treasury debt securities (gross),1992,292294.0,hist05z1
902 Interest received by on-budget trust funds,1992,-54193.0,hist05z1
903 Interest received by off-budget trust funds,1992,-23637.0,hist05z1
908 Other interest,1992,-15084.0,hist05z1
(On-budget),1992,-15084.0,hist05z1
(Off-budget),1992,0.0,hist05z1
909 Other investment income,1992,0.0,hist05z1
"Total, Net Interest",1992,199380.0,hist05z1
(On-budget),1992,223017.0,hist05z1
(Off-budget),1992,-23637.0,hist05z1
950 Undistributed Offsetting Receipts:,1992,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",1992,-30680.0,hist05z1
"952 Employer share, employee retirement (off-budget)",1992,-6101.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,1992,-2498.0,hist05z1
954 Sale of major assets,1992,0.0,hist05z1
959 Other undistributed offsetting receipts,1992,0.0,hist05z1
"Total, Undistributed Offsetting Receipts",1992,-39280.0,hist05z1
(On-budget),1992,-33179.0,hist05z1
(Off-budget),1992,-6101.0,hist05z1
Total budget authority,1992,1467388.0,hist05z1
(On-budget),1992,1211564.0,hist05z1
(Off-budget),1992,255824.0,hist05z1
On-budget unless otherwise stated,1992,0.0,hist05z1
050 National Defense:,1993,0.0,hist05z1
051 Department of Defense-Military:,1993,0.0,hist05z1
Military Personnel,1993,75974.0,hist05z1
Operation and Maintenance,1993,89100.0,hist05z1
Procurement,1993,52787.0,hist05z1
"Research, Development, Test, and Evaluation",1993,37761.0,hist05z1
Military Construction,1993,4554.0,hist05z1
Family Housing,1993,3941.0,hist05z1
Other,1993,3010.0,hist05z1
"051 Subtotal, Department of Defense-Military",1993,267126.0,hist05z1
053 Atomic energy defense activities,1993,12051.0,hist05z1
054 Defense-related activities,1993,1897.0,hist05z1
"Total, National Defense",1993,281075.0,hist05z1
150 International Affairs:,1993,0.0,hist05z1
151 International development and humanitarian assistance,1993,6990.0,hist05z1
152 International security assistance,1993,5491.0,hist05z1
153 Conduct of foreign affairs,1993,4300.0,hist05z1
154 Foreign information and exchange activities,1993,1247.0,hist05z1
155 International financial programs,1993,14275.0,hist05z1
"Total, International Affairs",1993,32303.0,hist05z1
"250 General Science, Space, and Technology:",1993,0.0,hist05z1
251 General science and basic research,1993,4149.0,hist05z1
"252 Space flight, research, and supporting activities",1993,13063.0,hist05z1
"Total, General Science, Space, and Technology",1993,17212.0,hist05z1
270 Energy:,1993,0.0,hist05z1
271 Energy supply,1993,7404.0,hist05z1
272 Energy conservation,1993,561.0,hist05z1
274 Emergency energy preparedness,1993,60.0,hist05z1
"276 Energy information, policy, and regulation",1993,240.0,hist05z1
"Total, Energy",1993,8264.0,hist05z1
300 Natural Resources and Environment:,1993,0.0,hist05z1
301 Water resources,1993,4801.0,hist05z1
302 Conservation and land management,1993,5535.0,hist05z1
303 Recreational resources,1993,1835.0,hist05z1
304 Pollution control and abatement,1993,6908.0,hist05z1
306 Other natural resources,1993,2542.0,hist05z1
"Total, Natural Resources and Environment",1993,21621.0,hist05z1
350 Agriculture:,1993,0.0,hist05z1
351 Farm income stabilization,1993,16299.0,hist05z1
352 Agricultural research and services,1993,2540.0,hist05z1
"Total, Agriculture",1993,18838.0,hist05z1
370 Commerce and Housing Credit:,1993,0.0,hist05z1
371 Mortgage credit,1993,2302.0,hist05z1
372 Postal service,1993,2400.0,hist05z1
(On-budget),1993,161.0,hist05z1
(Off-budget),1993,2239.0,hist05z1
373 Deposit insurance,1993,2462.0,hist05z1
376 Other advancement of commerce,1993,3615.0,hist05z1
"Total, Commerce and Housing Credit",1993,10779.0,hist05z1
(On-budget),1993,8539.0,hist05z1
(Off-budget),1993,2239.0,hist05z1
400 Transportation:,1993,0.0,hist05z1
401 Ground transportation,1993,26446.0,hist05z1
402 Air transportation,1993,10396.0,hist05z1
403 Water transportation,1993,3287.0,hist05z1
407 Other transportation,1993,299.0,hist05z1
"Total, Transportation",1993,40428.0,hist05z1
450 Community and Regional Development:,1993,0.0,hist05z1
451 Community development,1993,4848.0,hist05z1
452 Area and regional development,1993,2919.0,hist05z1
453 Disaster relief and insurance,1993,2383.0,hist05z1
"Total, Community and Regional Development",1993,10150.0,hist05z1
"500 Education, Training, Employment, and Social Services:",1993,0.0,hist05z1
"501 Elementary, secondary, and vocational education",1993,14214.0,hist05z1
502 Higher education,1993,14832.0,hist05z1
503 Research and general education aids,1993,2132.0,hist05z1
504 Training and employment,1993,7347.0,hist05z1
505 Other labor services,1993,933.0,hist05z1
506 Social services,1993,10457.0,hist05z1
"Total, Education, Training, Employment, and Social Services",1993,49916.0,hist05z1
550 Health:,1993,0.0,hist05z1
551 Health care services,1993,95637.0,hist05z1
552 Health research and training,1993,11066.0,hist05z1
554 Consumer and occupational health and safety,1993,1817.0,hist05z1
"Total, Health",1993,108520.0,hist05z1
570 Medicare:,1993,0.0,hist05z1
571 Medicare,1993,124757.0,hist05z1
600 Income Security:,1993,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),1993,5678.0,hist05z1
602 Federal employee retirement and disability,1993,61625.0,hist05z1
603 Unemployment compensation,1993,38164.0,hist05z1
604 Housing assistance,1993,21245.0,hist05z1
605 Food and nutrition assistance,1993,39181.0,hist05z1
609 Other income security,1993,52078.0,hist05z1
"Total, Income Security",1993,217972.0,hist05z1
650 Social Security:,1993,0.0,hist05z1
651 Social security,1993,306337.0,hist05z1
(On-budget),1993,6248.0,hist05z1
(Off-budget),1993,300089.0,hist05z1
700 Veterans Benefits and Services:,1993,0.0,hist05z1
701 Income security for veterans,1993,18197.0,hist05z1
"702 Veterans education, training, and rehabilitation",1993,638.0,hist05z1
703 Hospital and medical care for veterans,1993,15235.0,hist05z1
704 Veterans housing,1993,1196.0,hist05z1
705 Other veterans benefits and services,1993,963.0,hist05z1
"Total, Veterans Benefits and Services",1993,36229.0,hist05z1
750 Administration of Justice:,1993,0.0,hist05z1
751 Federal law enforcement activities,1993,6989.0,hist05z1
752 Federal litigative and judicial activities,1993,5486.0,hist05z1
753 Federal correctional activities,1993,1937.0,hist05z1
754 Criminal justice assistance,1993,1006.0,hist05z1
"Total, Administration of Justice",1993,15419.0,hist05z1
800 General Government:,1993,0.0,hist05z1
801 Legislative functions,1993,2108.0,hist05z1
802 Executive direction and management,1993,254.0,hist05z1
803 Central fiscal operations,1993,7295.0,hist05z1
804 General property and records management,1993,681.0,hist05z1
805 Central personnel management,1993,186.0,hist05z1
806 General purpose fiscal assistance,1993,1919.0,hist05z1
808 Other general government,1993,1472.0,hist05z1
809 Deductions for offsetting receipts,1993,-739.0,hist05z1
"Total, General Government",1993,13177.0,hist05z1
900 Net Interest:,1993,0.0,hist05z1
901 Interest on Treasury debt securities (gross),1993,292479.0,hist05z1
902 Interest received by on-budget trust funds,1993,-55537.0,hist05z1
903 Interest received by off-budget trust funds,1993,-26788.0,hist05z1
908 Other interest,1993,-11431.0,hist05z1
(On-budget),1993,-11431.0,hist05z1
(Off-budget),1993,0.0,hist05z1
909 Other investment income,1993,0.0,hist05z1
"Total, Net Interest",1993,198724.0,hist05z1
(On-budget),1993,225512.0,hist05z1
(Off-budget),1993,-26788.0,hist05z1
950 Undistributed Offsetting Receipts:,1993,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",1993,-28186.0,hist05z1
"952 Employer share, employee retirement (off-budget)",1993,-6416.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,1993,-2785.0,hist05z1
954 Sale of major assets,1993,0.0,hist05z1
959 Other undistributed offsetting receipts,1993,0.0,hist05z1
"Total, Undistributed Offsetting Receipts",1993,-37386.0,hist05z1
(On-budget),1993,-30970.0,hist05z1
(Off-budget),1993,-6416.0,hist05z1
Total budget authority,1993,1474333.0,hist05z1
(On-budget),1993,1205208.0,hist05z1
(Off-budget),1993,269125.0,hist05z1
On-budget unless otherwise stated,1993,0.0,hist05z1
050 National Defense:,1994,0.0,hist05z1
051 Department of Defense-Military:,1994,0.0,hist05z1
Military Personnel,1994,71365.0,hist05z1
Operation and Maintenance,1994,88577.0,hist05z1
Procurement,1994,44141.0,hist05z1
